0.50,0
1.00,0
1.50,199
2.00,372
2.50,362
3.00,361
3.50,324
4.00,323
4.50,291
5.00,261
5.50,294
6.00,343
6.50,412
7.00,366
7.50,338
8.00,391
8.50,388
9.00,389
9.50,430
10.00,393
10.50,361
11.00,355
11.50,367
12.00,387
12.50,441
13.00,426
13.50,354
14.00,355
14.50,347
15.00,280
15.50,290
16.00,354
16.50,378
17.00,367
17.50,325
18.00,339
18.50,352
19.00,314
19.50,332
20.00,404
20.50,367
21.00,324
21.50,336
22.00,374
22.50,419
23.00,415
23.50,374
24.00,310
24.50,303
25.00,335
25.50,310
26.00,308
26.50,322
27.00,285
27.50,326
28.00,365
28.50,337
29.00,330
29.50,377
30.00,358
30.50,356
31.00,408
31.50,363
32.00,390
32.50,423
33.00,417
33.50,460
34.00,431
34.50,391
35.00,352
35.50,327
36.00,321
36.50,328
37.00,339
37.50,328
38.00,305
38.50,292
39.00,316
39.50,353
40.00,409
40.50,398
41.00,377
41.50,428
42.00,422
42.50,354
43.00,313
43.50,316
44.00,336
44.50,367
45.00,381
45.50,369
46.00,328
46.50,343
47.00,375
47.50,330
48.00,250
48.50,231
49.00,298
49.50,312
50.00,289
50.50,257
51.00,278
51.50,303
52.00,369
52.50,412
53.00,353
53.50,328
54.00,366
54.50,399
55.00,358
55.50,345
56.00,350
56.50,322
57.00,347
57.50,384
58.00,374
58.50,333
59.00,338
59.50,362
60.00,356
60.50,297
61.00,247
61.50,318
62.00,340
62.50,282
63.00,321
63.50,384
64.00,402
64.50,396
65.00,374
65.50,344
66.00,363
66.50,426
67.00,389
67.50,352
68.00,351
68.50,280
69.00,352
69.50,417
70.00,374
70.50,369
71.00,422
71.50,433
72.00,389
72.50,351
73.00,337
73.50,300
74.00,339
74.50,376
75.00,361
75.50,336
76.00,342
76.50,383
77.00,383
77.50,381
78.00,367
78.50,298
79.00,341
79.50,359
80.00,343
80.50,323
81.00,295
81.50,315
82.00,341
82.50,368
83.00,323
83.50,276
84.00,293
84.50,326
85.00,342
85.50,333
86.00,329
86.50,267
87.00,256
87.50,365
88.00,418
88.50,321
89.00,274
89.50,332
90.00,408
90.50,421
91.00,399
91.50,434
92.00,420
92.50,403
93.00,391
93.50,436
94.00,456
94.50,399
95.00,400
95.50,342
96.00,286
96.50,269
97.00,300
97.50,361
98.00,356
98.50,347
99.00,285
99.50,300
100.00,400
100.50,432
101.00,383
101.50,333
102.00,369
102.50,391
103.00,389
103.50,385
104.00,378
104.50,336
105.00,360
105.50,347
106.00,276
106.50,344
107.00,372
107.50,366
108.00,362
108.50,303
109.00,308
109.50,375
110.00,355
110.50,359
111.00,407
111.50,339
112.00,322
112.50,321
113.00,294
113.50,357
114.00,353
114.50,363
115.00,412
115.50,333
116.00,257
116.50,211
117.00,258
117.50,318
118.00,366
118.50,430
119.00,417
119.50,355
120.00,284
120.50,288
121.00,346
121.50,334
122.00,332
122.50,312
123.00,308
123.50,347
124.00,347
124.50,380
125.00,445
125.50,493
126.00,458
126.50,382
127.00,355
127.50,346
128.00,324
128.50,356
129.00,397
129.50,369
130.00,275
130.50,279
131.00,363
131.50,325
132.00,328
132.50,361
133.00,371
133.50,391
134.00,456
134.50,464
135.00,422
135.50,413
136.00,433
136.50,404
137.00,406
137.50,437
138.00,394
138.50,314
139.00,277
139.50,328
140.00,425
140.50,369
141.00,321
141.50,326
142.00,246
142.50,288
143.00,369
143.50,409
144.00,402
144.50,344
145.00,328
145.50,296
146.00,300
146.50,393
147.00,451
147.50,459
148.00,437
148.50,374
149.00,340
149.50,343
150.00,353
150.50,342
151.00,325
151.50,354
152.00,405
152.50,412
153.00,406
153.50,386
154.00,359
154.50,388
155.00,410
155.50,378
156.00,336
156.50,352
157.00,373
157.50,382
158.00,397
158.50,416
159.00,367
159.50,332
160.00,382
160.50,433
161.00,482
161.50,413
162.00,299
162.50,291
163.00,377
163.50,401
164.00,313
164.50,295
165.00,313
165.50,367
166.00,433
166.50,386
167.00,343
167.50,380
168.00,367
168.50,357
169.00,393
169.50,394
170.00,409
170.50,395
171.00,404
171.50,414
172.00,328
172.50,270
173.00,299
173.50,377
174.00,343
174.50,308
175.00,337
175.50,339
176.00,310
176.50,383
177.00,437
177.50,421
178.00,371
178.50,409
179.00,471
179.50,403
180.00,415
180.50,425
181.00,368
181.50,369
182.00,373
182.50,367
183.00,363
183.50,355
184.00,328
184.50,354
185.00,389
185.50,359
186.00,334
186.50,303
187.00,367
187.50,411
188.00,411
188.50,337
189.00,319
189.50,343
190.00,380
190.50,380
191.00,302
191.50,309
192.00,368
192.50,370
193.00,391
193.50,416
194.00,321
194.50,332
195.00,435
195.50,381
196.00,325
196.50,357
197.00,394
197.50,397
198.00,387
198.50,411
199.00,399
199.50,353
200.00,282
200.50,336
201.00,402
201.50,396
202.00,357
202.50,361
203.00,375
203.50,316
204.00,293
204.50,330
205.00,360
205.50,385
206.00,356
206.50,322
207.00,321
207.50,338
208.00,359
208.50,343
209.00,299
209.50,339
210.00,387
210.50,385
211.00,382
211.50,366
212.00,409
212.50,416
213.00,393
213.50,406
214.00,427
214.50,411
215.00,350
215.50,388
216.00,461
216.50,399
217.00,404
217.50,452
218.00,450
218.50,426
219.00,369
219.50,352
220.00,345
220.50,373
221.00,391
221.50,380
222.00,373
222.50,378
223.00,385
223.50,346
224.00,410
224.50,446
225.00,397
225.50,333
226.00,272
226.50,284
227.00,332
227.50,357
228.00,384
228.50,342
229.00,298
229.50,383
230.00,393
230.50,379
231.00,395
231.50,354
232.00,390
232.50,411
233.00,362
233.50,327
234.00,377
234.50,381
235.00,348
235.50,323
236.00,308
236.50,357
237.00,367
237.50,310
238.00,292
238.50,348
239.00,356
239.50,365
240.00,327
240.50,331
241.00,392
241.50,371
242.00,330
242.50,355
243.00,364
243.50,302
244.00,268
244.50,321
245.00,422
245.50,472
246.00,434
246.50,363
247.00,347
247.50,363
248.00,424
248.50,404
249.00,340
249.50,388
250.00,324
250.50,222
251.00,364
251.50,420
252.00,332
252.50,362
253.00,420
253.50,324
254.00,263
254.50,337
255.00,398
255.50,399
256.00,369
256.50,394
257.00,428
257.50,470
258.00,471
258.50,395
259.00,352
259.50,376
260.00,360
260.50,365
261.00,380
261.50,332
262.00,290
262.50,312
263.00,337
263.50,344
264.00,316
264.50,298
265.00,315
265.50,359
266.00,397
266.50,416
267.00,386
267.50,360
268.00,391
268.50,398
269.00,414
269.50,348
270.00,340
270.50,380
271.00,396
271.50,440
272.00,396
272.50,368
273.00,307
273.50,320
274.00,386
274.50,327
275.00,279
275.50,363
276.00,407
276.50,364
277.00,301
277.50,308
278.00,429
278.50,454
279.00,416
279.50,377
280.00,345
280.50,401
281.00,366
281.50,332
282.00,394
282.50,433
283.00,360
283.50,305
284.00,352
284.50,343
285.00,286
285.50,252
286.00,292
286.50,417
287.00,363
287.50,370
288.00,390
288.50,314
289.00,356
289.50,424
290.00,403
290.50,370
291.00,349
291.50,357
292.00,334
292.50,289
293.00,332
293.50,294
294.00,305
294.50,427
295.00,402
295.50,350
296.00,369
296.50,356
297.00,415
297.50,401
298.00,359
298.50,371
299.00,323
299.50,279
300.00,344
300.50,396
301.00,411
301.50,442
302.00,455
302.50,470
303.00,373
303.50,314
304.00,328
304.50,362
305.00,421
305.50,382
306.00,352
306.50,416
307.00,395
307.50,375
308.00,334
308.50,364
309.00,420
309.50,434
310.00,330
310.50,252
311.00,290
311.50,378
312.00,444
312.50,437
313.00,395
313.50,377
314.00,407
314.50,375
315.00,314
315.50,303
316.00,341
316.50,351
317.00,284
317.50,295
318.00,324
318.50,316
